,Symbol,Close
0,AAPL,43.06499862670898
1,AAPL,43.057498931884766
2,AAPL,43.25749969482422
3,AAPL,43.75
4,AAPL,43.587501525878906
5,AAPL,43.58250045776367
6,AAPL,43.5724983215332
7,AAPL,43.81999969482422
8,AAPL,44.272499084472656
9,AAPL,44.04750061035156
10,AAPL,44.775001525878906
11,AAPL,44.81499862670898
12,AAPL,44.6150016784668
13,AAPL,44.25
14,AAPL,44.2599983215332
15,AAPL,43.55500030517578
16,AAPL,42.77750015258789
17,AAPL,42.87749862670898
18,AAPL,41.9900016784668
19,AAPL,41.74250030517578
20,AAPL,41.85749816894531
21,AAPL,41.94499969482422
22,AAPL,40.125
23,AAPL,39.122501373291016
24,AAPL,40.75749969482422
25,AAPL,39.8849983215332
26,AAPL,38.78749847412109
27,AAPL,39.102500915527344
28,AAPL,40.6775016784668
29,AAPL,41.084999084472656
30,AAPL,41.84249877929688
31,AAPL,43.247501373291016
32,AAPL,43.10749816894531
33,AAPL,42.962501525878906
34,AAPL,42.76750183105469
35,AAPL,43.125
36,AAPL,43.875
37,AAPL,44.74250030517578
38,AAPL,44.59749984741211
39,AAPL,44.52999877929688
40,AAPL,43.75
41,AAPL,44.0525016784668
42,AAPL,44.20500183105469
43,AAPL,44.16749954223633
44,AAPL,43.75749969482422
45,AAPL,44.23500061035156
46,AAPL,44.994998931884766
47,AAPL,45.43000030517578
48,AAPL,44.99250030517578
49,AAPL,44.61000061035156
50,AAPL,44.66249847412109
51,AAPL,44.505001068115234
52,AAPL,43.82500076293945
53,AAPL,43.810001373291016
54,AAPL,42.817501068115234
55,AAPL,42.212501525878906
56,AAPL,41.23500061035156
57,AAPL,43.192501068115234
58,AAPL,42.084999084472656
59,AAPL,41.619998931884766
60,AAPL,41.94499969482422
61,AAPL,41.66999816894531
62,AAPL,42.09749984741211
63,AAPL,42.90250015258789
64,AAPL,43.20000076293945
65,AAPL,42.095001220703125
66,AAPL,42.51250076293945
67,AAPL,43.3125
68,AAPL,43.11000061035156
69,AAPL,43.53499984741211
70,AAPL,43.682498931884766
71,AAPL,43.95500183105469
72,AAPL,44.560001373291016
73,AAPL,44.459999084472656
74,AAPL,43.20000076293945
75,AAPL,41.43000030517578
76,AAPL,41.310001373291016
77,AAPL,40.73500061035156
78,AAPL,40.91249847412109
